,state_name,district_name,market_center_name,Variety,group_name,Arrival,MIN,MAX,MODAL,month_name
1,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,450.0,750,850,800,January
2,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,60.0,750,875,800,January
3,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,40.0,900,1000,925,August
4,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,35.0,900,1000,935,August
5,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,37.0,900,1000,920,August
6,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,38.0,900,1000,920,August
7,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,70.0,910,1000,935,August
8,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,26.0,910,1000,935,August
9,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,25.0,910,1000,935,August
10,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,25.0,900,1000,935,August
11,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,30.0,900,1000,930,August
12,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,35.0,900,1000,930,August
13,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,26.0,900,1000,935,August
14,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,22.5,900,1000,935,August
15,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,22.0,900,1000,935,August
16,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,45.0,900,1000,935,August
17,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,50.0,900,1000,930,August
18,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,70.0,900,1000,930,August
19,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,50.0,900,1000,930,August
20,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,45.0,900,1000,930,August
21,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,55.0,900,1000,930,August
22,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,35.0,900,1000,930,August
23,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,50.0,900,1000,940,August
24,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,7.0,900,1000,950,August
25,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,40.0,950,1025,995,July
26,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,45.0,975,1025,990,July
27,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,35.0,1000,1050,1015,July
28,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,120.0,1100,1120,1110,November
29,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,2.3,0,0,340,March
30,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,1.8,0,0,350,March
31,Chattisgarh,Raipur,Anand Nagar,Other,Vegetables,990.0,0,0,425,February
32,Chattisgarh,Bilaspur,Bilaspur,Other,Vegetables,1.0,300,300,300,January
33,Chattisgarh,Bilaspur,Bilaspur,Other,Vegetables,1.0,400,400,400,January
34,Chattisgarh,Durg,Durg,Potato,Vegetables,7.2,1600,1800,1800,October
35,Chattisgarh,Durg,Durg,Potato,Vegetables,6.5,1700,1800,1800,October
36,Chattisgarh,Durg,Durg,Potato,Vegetables,6.8,1700,1900,1900,September
37,Chattisgarh,Durg,Durg,Potato,Vegetables,5.7,1600,1800,1600,September
38,Chattisgarh,Durg,Durg,Potato,Vegetables,6.4,1700,1800,1700,September
39,Chattisgarh,Durg,Durg,Potato,Vegetables,7.3,1600,1800,1800,September
40,Chattisgarh,Durg,Durg,Potato,Vegetables,6.1,1700,1900,1700,September
41,Chattisgarh,Durg,Durg,Potato,Vegetables,6.8,1600,1800,1800,September
42,Chattisgarh,Durg,Durg,Potato,Vegetables,7.5,1700,1800,1800,September
43,Chattisgarh,Durg,Durg,Potato,Vegetables,6.4,1600,1800,1800,September
44,Chattisgarh,Durg,Durg,Potato,Vegetables,7.8,1700,1800,1700,September
45,Chattisgarh,Durg,Durg,Potato,Vegetables,6.9,1600,1800,1800,September
46,Chattisgarh,Durg,Durg,Potato,Vegetables,6.6,1600,1800,1800,September
47,Chattisgarh,Durg,Durg,Potato,Vegetables,7.2,1600,1800,1600,September
48,Chattisgarh,Durg,Durg,Potato,Vegetables,6.6,1700,1800,1700,September
49,Chattisgarh,Durg,Durg,Potato,Vegetables,7.0,1600,1800,1800,September
50,Chattisgarh,Durg,Durg,Potato,Vegetables,6.5,1700,1900,1900,September
51,Chattisgarh,Durg,Durg,Potato,Vegetables,5.5,1700,1800,1700,September
53,Chattisgarh,Durg,Durg,Potato,Vegetables,5.9,1700,1900,1900,September
54,Chattisgarh,Durg,Durg,Potato,Vegetables,6.1,1800,1900,1900,September
55,Chattisgarh,Durg,Durg,Potato,Vegetables,5.8,1700,2000,1700,September
56,Chattisgarh,Durg,Durg,Potato,Vegetables,4.9,1800,1900,1800,September
57,Chattisgarh,Durg,Durg,Potato,Vegetables,5.1,1800,2000,1800,September
58,Chattisgarh,Durg,Durg,Potato,Vegetables,4.9,1800,1900,1800,September
59,Chattisgarh,Durg,Durg,Potato,Vegetables,3.3,1700,1800,1700,August
60,Chattisgarh,Durg,Durg,Potato,Vegetables,8.0,1600,1800,1800,August
61,Chattisgarh,Durg,Durg,Potato,Vegetables,7.6,1700,1900,1700,August
62,Chattisgarh,Durg,Durg,Potato,Vegetables,6.7,1800,1900,1800,August
63,Chattisgarh,Durg,Durg,Potato,Vegetables,5.3,1800,2000,1800,August
64,Chattisgarh,Durg,Durg,Potato,Vegetables,4.7,1600,1800,1800,August
65,Chattisgarh,Durg,Durg,Potato,Vegetables,5.3,1700,1900,1900,August
66,Chattisgarh,Durg,Durg,Potato,Vegetables,4.6,1800,1900,1800,August
67,Chattisgarh,Durg,Durg,Potato,Vegetables,4.2,1800,1900,1800,August
68,Chattisgarh,Durg,Durg,Potato,Vegetables,5.2,1700,1900,1900,August
69,Chattisgarh,Durg,Durg,Potato,Vegetables,4.8,1800,1900,1800,August
70,Chattisgarh,Durg,Durg,Potato,Vegetables,6.3,1800,2000,1800,August
71,Chattisgarh,Durg,Durg,Potato,Vegetables,7.8,1600,1800,1800,August
72,Chattisgarh,Durg,Durg,Potato,Vegetables,4.8,1600,1800,1700,August
73,Chattisgarh,Durg,Durg,Potato,Vegetables,5.3,1700,1900,1800,August
74,Chattisgarh,Durg,Durg,Potato,Vegetables,4.7,1800,1900,1850,August
75,Chattisgarh,Durg,Durg,Potato,Vegetables,3.7,1800,2000,1900,August
76,Chattisgarh,Durg,Durg,Potato,Vegetables,4.2,1600,2000,1800,August
77,Chattisgarh,Durg,Durg,Potato,Vegetables,3.9,1700,1900,1800,August
78,Chattisgarh,Durg,Durg,Potato,Vegetables,4.2,1600,2000,1800,August
79,Chattisgarh,Durg,Durg,Potato,Vegetables,4.2,1800,1900,1850,August
80,Chattisgarh,Durg,Durg,Potato,Vegetables,4.0,1600,1800,1700,August
81,Chattisgarh,Durg,Durg,Potato,Vegetables,3.3,1700,1900,1800,August
82,Chattisgarh,Durg,Durg,Potato,Vegetables,4.2,1800,1900,1850,August
83,Chattisgarh,Durg,Durg,Potato,Vegetables,6.3,1700,1900,1800,July
84,Chattisgarh,Durg,Durg,Potato,Vegetables,6.0,1800,1900,1850,July
85,Chattisgarh,Durg,Durg,Potato,Vegetables,7.8,1700,1800,1750,July
86,Chattisgarh,Durg,Durg,Potato,Vegetables,7.1,1600,1800,1700,July
87,Chattisgarh,Durg,Durg,Potato,Vegetables,6.8,1700,1900,1800,July
88,Chattisgarh,Durg,Durg,Potato,Vegetables,7.2,1800,1900,1850,July
89,Chattisgarh,Durg,Durg,Potato,Vegetables,5.8,1700,1900,1800,July
90,Chattisgarh,Durg,Durg,Potato,Vegetables,6.4,1800,1900,1850,July
91,Chattisgarh,Durg,Durg,Potato,Vegetables,6.3,1800,2000,1900,July
92,Chattisgarh,Durg,Durg,Potato,Vegetables,5.9,1700,2000,1850,July
93,Chattisgarh,Durg,Durg,Potato,Vegetables,6.0,1800,1900,1850,July
94,Chattisgarh,Durg,Durg,Potato,Vegetables,5.5,1700,1900,1800,July
95,Chattisgarh,Durg,Durg,Potato,Vegetables,4.6,1800,1900,1850,July
96,Chattisgarh,Durg,Durg,Potato,Vegetables,5.2,1700,1900,1800,July
97,Chattisgarh,Durg,Durg,Potato,Vegetables,4.5,1800,1900,1850,July
98,Chattisgarh,Durg,Durg,Potato,Vegetables,6.3,1700,1900,1800,July
99,Chattisgarh,Durg,Durg,Potato,Vegetables,5.9,1800,1900,1850,July
100,Chattisgarh,Durg,Durg,Potato,Vegetables,6.2,1700,1800,1750,July
101,Chattisgarh,Durg,Durg,Potato,Vegetables,5.5,1600,1800,1700,July
102,Chattisgarh,Durg,Durg,Potato,Vegetables,4.6,1600,1800,1700,July
103,Chattisgarh,Durg,Durg,Potato,Vegetables,5.3,1700,1800,1750,July
104,Chattisgarh,Durg,Durg,Potato,Vegetables,6.6,1600,1800,1700,July
105,Chattisgarh,Durg,Durg,Potato,Vegetables,5.0,1700,1900,1800,July
106,Chattisgarh,Durg,Durg,Potato,Vegetables,7.6,1700,1900,1800,July
107,Chattisgarh,Durg,Durg,Potato,Vegetables,4.5,1800,1900,1850,July
108,Chattisgarh,Durg,Durg,Potato,Vegetables,6.2,1800,1900,1850,June
109,Chattisgarh,Durg,Durg,Potato,Vegetables,7.0,1700,1800,1750,June
110,Chattisgarh,Durg,Durg,Potato,Vegetables,4.5,1600,1800,1700,June
111,Chattisgarh,Durg,Durg,Potato,Vegetables,4.0,1500,1700,1600,June
112,Chattisgarh,Durg,Durg,Potato,Vegetables,4.4,1700,1800,1750,June
113,Chattisgarh,Durg,Durg,Potato,Vegetables,3.9,1600,1800,1700,June
114,Chattisgarh,Durg,Durg,Potato,Vegetables,4.2,1500,1700,1600,June
115,Chattisgarh,Durg,Durg,Potato,Vegetables,6.3,1600,1800,1700,June
116,Chattisgarh,Durg,Durg,Potato,Vegetables,6.2,1700,1900,1800,June
117,Chattisgarh,Durg,Durg,Potato,Vegetables,6.0,1600,1800,1700,June
118,Chattisgarh,Durg,Durg,Potato,Vegetables,5.3,1600,1800,1700,June
119,Chattisgarh,Durg,Durg,Potato,Vegetables,4.8,1500,1700,1600,June
120,Chattisgarh,Durg,Durg,Potato,Vegetables,5.6,1700,1800,1750,June
121,Chattisgarh,Durg,Durg,Potato,Vegetables,7.0,1600,1800,1700,June
122,Chattisgarh,Durg,Durg,Potato,Vegetables,6.5,1600,1700,1650,June
123,Chattisgarh,Durg,Durg,Potato,Vegetables,7.2,1500,1700,1600,June
124,Chattisgarh,Durg,Durg,Potato,Vegetables,8.6,1600,1800,1700,June
125,Chattisgarh,Durg,Durg,Potato,Vegetables,9.2,1600,1800,1700,June
126,Chattisgarh,Durg,Durg,Potato,Vegetables,7.3,1700,1800,1750,June
127,Chattisgarh,Durg,Durg,Potato,Vegetables,8.1,1700,2000,1750,June
128,Chattisgarh,Durg,Durg,Potato,Vegetables,6.5,1600,1800,1700,June
129,Chattisgarh,Durg,Durg,Potato,Vegetables,6.6,1700,1800,1750,June
130,Chattisgarh,Durg,Durg,Potato,Vegetables,6.5,1600,1800,1700,June
131,Chattisgarh,Durg,Durg,Potato,Vegetables,7.3,1600,1800,1700,June
132,Chattisgarh,Durg,Durg,Potato,Vegetables,9.1,1700,1800,1750,June
133,Chattisgarh,Durg,Durg,Potato,Vegetables,4.6,1600,1800,1700,May
134,Chattisgarh,Durg,Durg,Potato,Vegetables,5.3,1600,1800,1700,May
135,Chattisgarh,Durg,Durg,Potato,Vegetables,5.7,1600,1800,1700,May
136,Chattisgarh,Durg,Durg,Potato,Vegetables,4.2,1700,1800,1750,May
137,Chattisgarh,Durg,Durg,Potato,Vegetables,5.2,1500,1700,1600,May
138,Chattisgarh,Durg,Durg,Potato,Vegetables,6.2,1700,1800,1750,May
139,Chattisgarh,Durg,Durg,Potato,Vegetables,5.8,1700,1800,1750,May
140,Chattisgarh,Durg,Durg,Potato,Vegetables,6.8,1600,1800,1700,May
141,Chattisgarh,Durg,Durg,Potato,Vegetables,5.3,1700,1800,1750,May
142,Chattisgarh,Durg,Durg,Potato,Vegetables,4.8,1600,1800,1700,May
143,Chattisgarh,Durg,Durg,Potato,Vegetables,6.5,1500,1700,1600,May
144,Chattisgarh,Durg,Durg,Potato,Vegetables,6.0,1600,1800,1700,May
145,Chattisgarh,Durg,Durg,Potato,Vegetables,9.2,1700,1800,1750,May
146,Chattisgarh,Durg,Durg,Potato,Vegetables,8.8,1600,1800,1700,May
147,Chattisgarh,Durg,Durg,Potato,Vegetables,6.6,1700,1800,1750,May
148,Chattisgarh,Durg,Durg,Potato,Vegetables,7.1,1700,1800,1750,May
149,Chattisgarh,Durg,Durg,Potato,Vegetables,6.9,1600,1800,1700,May
150,Chattisgarh,Durg,Durg,Potato,Vegetables,8.1,1700,1800,1750,May
151,Chattisgarh,Durg,Durg,Potato,Vegetables,9.2,1600,1800,1700,May
152,Chattisgarh,Durg,Durg,Potato,Vegetables,8.8,1300,1400,1350,May
153,Chattisgarh,Durg,Durg,Potato,Vegetables,8.1,1200,1400,1300,May
154,Chattisgarh,Durg,Durg,Potato,Vegetables,7.0,1200,1300,1250,May
155,Chattisgarh,Durg,Durg,Potato,Vegetables,6.2,1100,1300,1200,May
156,Chattisgarh,Durg,Durg,Potato,Vegetables,5.8,1200,1300,1250,May
157,Chattisgarh,Durg,Durg,Potato,Vegetables,4.9,1100,1300,1200,May
158,Chattisgarh,Durg,Durg,Potato,Vegetables,5.6,1200,1300,1250,May
159,Chattisgarh,Durg,Durg,Potato,Vegetables,6.6,1000,1200,1100,April
160,Chattisgarh,Durg,Durg,Potato,Vegetables,8.2,1100,1300,1200,April
161,Chattisgarh,Durg,Durg,Potato,Vegetables,6.7,1200,1300,1250,April
162,Chattisgarh,Durg,Durg,Potato,Vegetables,9.2,1000,1200,1100,April
163,Chattisgarh,Durg,Durg,Potato,Vegetables,8.2,1100,1300,1200,April
164,Chattisgarh,Durg,Durg,Potato,Vegetables,6.7,1200,1300,1250,April
165,Chattisgarh,Durg,Durg,Potato,Vegetables,7.4,1100,1300,1200,April
166,Chattisgarh,Durg,Durg,Potato,Vegetables,6.3,1200,1300,1250,April
167,Chattisgarh,Durg,Durg,Potato,Vegetables,7.4,1000,1400,1200,April
168,Chattisgarh,Durg,Durg,Potato,Vegetables,6.3,1200,1300,1250,April
169,Chattisgarh,Durg,Durg,Potato,Vegetables,7.5,1100,1300,1200,April
170,Chattisgarh,Durg,Durg,Potato,Vegetables,6.4,1200,1300,1250,April
171,Chattisgarh,Durg,Durg,Potato,Vegetables,8.1,1200,1300,1250,April
172,Chattisgarh,Durg,Durg,Potato,Vegetables,7.6,800,1000,900,April
173,Chattisgarh,Durg,Durg,Potato,Vegetables,8.3,700,1000,850,April
174,Chattisgarh,Durg,Durg,Potato,Vegetables,7.2,800,900,850,April
175,Chattisgarh,Durg,Durg,Potato,Vegetables,8.6,700,1000,850,April
176,Chattisgarh,Durg,Durg,Potato,Vegetables,6.0,700,900,800,April
177,Chattisgarh,Durg,Durg,Potato,Vegetables,6.6,800,900,850,April
178,Chattisgarh,Durg,Durg,Potato,Vegetables,8.5,600,800,700,April
179,Chattisgarh,Durg,Durg,Potato,Vegetables,6.8,700,900,800,April
180,Chattisgarh,Durg,Durg,Potato,Vegetables,5.7,800,900,850,April
181,Chattisgarh,Durg,Durg,Potato,Vegetables,6.8,700,900,800,April
182,Chattisgarh,Durg,Durg,Potato,Vegetables,6.6,800,900,850,April
183,Chattisgarh,Durg,Durg,Potato,Vegetables,7.7,800,1000,900,April
184,Chattisgarh,Durg,Durg,Potato,Vegetables,6.1,800,900,850,April
185,Chattisgarh,Durg,Durg,Potato,Vegetables,5.4,900,1000,950,March
186,Chattisgarh,Durg,Durg,Potato,Vegetables,6.4,800,1000,900,March
187,Chattisgarh,Durg,Durg,Potato,Vegetables,5.3,700,900,800,March
188,Chattisgarh,Durg,Durg,Potato,Vegetables,6.0,800,900,850,March
189,Chattisgarh,Durg,Durg,Potato,Vegetables,6.4,800,900,850,March
190,Chattisgarh,Durg,Durg,Potato,Vegetables,7.1,1000,1200,1100,March
191,Chattisgarh,Durg,Durg,Potato,Vegetables,6.3,1000,1200,1100,March
192,Chattisgarh,Durg,Durg,Potato,Vegetables,6.0,1000,1200,1100,March
193,Chattisgarh,Durg,Durg,Potato,Vegetables,8.3,800,1000,900,March
194,Chattisgarh,Durg,Durg,Potato,Vegetables,6.0,1000,1200,1100,March
195,Chattisgarh,Durg,Durg,Potato,Vegetables,6.8,1000,1200,1100,March
196,Chattisgarh,Durg,Durg,Potato,Vegetables,9.2,800,1000,900,March
197,Chattisgarh,Durg,Durg,Potato,Vegetables,8.7,800,1000,900,March
198,Chattisgarh,Durg,Durg,Potato,Vegetables,9.6,900,1000,950,March
199,Chattisgarh,Durg,Durg,Potato,Vegetables,8.0,800,1000,900,March
200,Chattisgarh,Durg,Durg,Potato,Vegetables,7.4,800,1000,900,March
201,Chattisgarh,Durg,Durg,Potato,Vegetables,5.5,800,1200,1000,March
202,Chattisgarh,Durg,Durg,Potato,Vegetables,5.0,900,1000,950,March
203,Chattisgarh,Durg,Durg,Potato,Vegetables,8.9,800,1000,900,March
204,Chattisgarh,Durg,Durg,Potato,Vegetables,13.0,800,1000,900,March
205,Chattisgarh,Durg,Durg,Potato,Vegetables,2.9,900,1100,1000,March
206,Chattisgarh,Durg,Durg,Potato,Vegetables,4.6,800,1000,900,March
207,Chattisgarh,Durg,Durg,Potato,Vegetables,3.8,1000,1200,1100,March
208,Chattisgarh,Durg,Durg,Potato,Vegetables,4.0,1000,1100,1050,March
209,Chattisgarh,Durg,Durg,Potato,Vegetables,4.6,1000,1100,1050,February
210,Chattisgarh,Durg,Durg,Potato,Vegetables,5.1,1000,1100,1050,February
211,Chattisgarh,Durg,Durg,Potato,Vegetables,6.0,800,1200,1000,February
212,Chattisgarh,Durg,Durg,Potato,Vegetables,8.3,1000,1100,1050,February
213,Chattisgarh,Durg,Durg,Potato,Vegetables,9.2,1000,1400,1200,February
214,Chattisgarh,Durg,Durg,Potato,Vegetables,8.0,1000,1200,1100,February
215,Chattisgarh,Durg,Durg,Potato,Vegetables,9.2,900,1100,1000,February
216,Chattisgarh,Durg,Durg,Potato,Vegetables,10.2,1000,1100,1050,February
217,Chattisgarh,Durg,Durg,Potato,Vegetables,12.7,1000,1100,1050,February
218,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1000,1400,1200,February
219,Chattisgarh,Durg,Durg,Potato,Vegetables,1.7,1000,1200,1100,February
220,Chattisgarh,Durg,Durg,Potato,Vegetables,1.2,1000,1200,1100,February
221,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1000,1100,1050,February
222,Chattisgarh,Durg,Durg,Potato,Vegetables,1.9,1000,1100,1050,February
223,Chattisgarh,Durg,Durg,Potato,Vegetables,1.7,1000,1200,1100,February
224,Chattisgarh,Durg,Durg,Potato,Vegetables,2.1,1000,1100,1050,February
225,Chattisgarh,Durg,Durg,Potato,Vegetables,1.9,900,1100,1000,February
226,Chattisgarh,Durg,Durg,Potato,Vegetables,2.5,1000,1100,1050,February
227,Chattisgarh,Durg,Durg,Potato,Vegetables,2.4,1000,1100,1050,February
228,Chattisgarh,Durg,Durg,Potato,Vegetables,2.1,900,1100,1000,February
229,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1000,1100,1050,February
230,Chattisgarh,Durg,Durg,Potato,Vegetables,1.4,1000,1200,1100,February
231,Chattisgarh,Durg,Durg,Potato,Vegetables,1.7,800,1200,1000,February
232,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1000,1200,1100,February
233,Chattisgarh,Durg,Durg,Potato,Vegetables,2.1,900,1100,1000,January
234,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1000,1100,1050,January
235,Chattisgarh,Durg,Durg,Potato,Vegetables,1.5,1000,1100,1050,January
236,Chattisgarh,Durg,Durg,Potato,Vegetables,0.9,1400,1600,1500,January
237,Chattisgarh,Durg,Durg,Potato,Vegetables,1.2,1500,1600,1550,January
238,Chattisgarh,Durg,Durg,Potato,Vegetables,1.4,1500,1600,1550,January
239,Chattisgarh,Durg,Durg,Potato,Vegetables,2.7,1400,1600,1500,January
240,Chattisgarh,Durg,Durg,Potato,Vegetables,2.1,1400,1600,1500,January
241,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1400,1600,1500,January
242,Chattisgarh,Durg,Durg,Potato,Vegetables,1.7,1500,1600,1550,January
243,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1200,1400,1300,January
244,Chattisgarh,Durg,Durg,Potato,Vegetables,2.1,1000,1400,1200,January
245,Chattisgarh,Durg,Durg,Potato,Vegetables,1.8,1500,2000,1750,January
246,Chattisgarh,Durg,Durg,Potato,Vegetables,2.3,1600,1700,1650,January
247,Chattisgarh,Durg,Durg,Potato,Vegetables,2.0,1500,1700,1600,January
248,Chattisgarh,Durg,Durg,Potato,Vegetables,1.9,1600,1700,1650,January
249,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1500,1700,1600,January
250,Chattisgarh,Durg,Durg,Potato,Vegetables,2.3,1600,1700,1650,January
251,Chattisgarh,Durg,Durg,Potato,Vegetables,1.7,1500,1700,1600,January
252,Chattisgarh,Durg,Durg,Potato,Vegetables,2.3,1600,1700,1650,January
253,Chattisgarh,Durg,Durg,Potato,Vegetables,1.7,1500,1700,1600,January
254,Chattisgarh,Durg,Durg,Potato,Vegetables,2.1,1600,1700,1650,January
255,Chattisgarh,Durg,Durg,Potato,Vegetables,2.6,1500,1700,1600,January
256,Chattisgarh,Durg,Durg,Potato,Vegetables,3.2,1600,2000,1800,January
257,Chattisgarh,Durg,Durg,Potato,Vegetables,2.6,1800,2000,1900,January
258,Chattisgarh,Durg,Durg,Potato,Vegetables,2.1,1600,2000,1800,December
259,Chattisgarh,Durg,Durg,Potato,Vegetables,2.6,1600,1800,1700,December
260,Chattisgarh,Durg,Durg,Potato,Vegetables,2.5,1700,1800,1750,December
261,Chattisgarh,Durg,Durg,Potato,Vegetables,3.1,1500,1700,1600,December
262,Chattisgarh,Durg,Durg,Potato,Vegetables,2.9,1600,1700,1650,December
263,Chattisgarh,Durg,Durg,Potato,Vegetables,2.4,1600,1700,1650,December
264,Chattisgarh,Durg,Durg,Potato,Vegetables,2.2,1600,1800,1700,December
265,Chattisgarh,Durg,Durg,Potato,Vegetables,2.1,1600,1700,1650,December
266,Chattisgarh,Durg,Durg,Potato,Vegetables,1.9,1500,1700,1600,December
267,Chattisgarh,Durg,Durg,Potato,Vegetables,2.4,1600,1700,1650,December
268,Chattisgarh,Durg,Durg,Potato,Vegetables,2.1,1600,1700,1650,December
269,Chattisgarh,Durg,Durg,Potato,Vegetables,1.7,1500,1700,1600,December
270,Chattisgarh,Durg,Durg,Potato,Vegetables,1.5,1600,1700,1650,December
272,Chattisgarh,Durg,Durg,Potato,Vegetables,2.1,1800,2000,1900,December
273,Chattisgarh,Durg,Durg,Potato,Vegetables,1.8,1900,2000,1950,December
274,Chattisgarh,Durg,Durg,Potato,Vegetables,2.2,1800,2000,1900,December
275,Chattisgarh,Durg,Durg,Potato,Vegetables,1.9,1800,2000,1900,December
276,Chattisgarh,Durg,Durg,Potato,Vegetables,1.8,1800,2000,1900,December
277,Chattisgarh,Durg,Durg,Potato,Vegetables,2.0,1600,2000,1800,December
278,Chattisgarh,Durg,Durg,Potato,Vegetables,2.5,1600,2000,1800,December
279,Chattisgarh,Durg,Durg,Potato,Vegetables,1.9,1800,2000,1900,December
389,Chattisgarh,Durg,Durg,Potato,Vegetables,1.9,1800,2000,1900,July
391,Chattisgarh,Durg,Durg,Potato,Vegetables,1.8,1600,1800,1700,July
392,Chattisgarh,Durg,Durg,Potato,Vegetables,2.1,1700,1800,1750,July
393,Chattisgarh,Durg,Durg,Potato,Vegetables,2.6,1800,2000,1900,July
394,Chattisgarh,Durg,Durg,Potato,Vegetables,2.3,1600,2000,1800,July
395,Chattisgarh,Durg,Durg,Potato,Vegetables,1.5,1800,2000,1900,July
396,Chattisgarh,Durg,Durg,Potato,Vegetables,1.8,1800,2000,1900,July
397,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1900,2000,1950,July
398,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1800,2000,1900,July
399,Chattisgarh,Durg,Durg,Potato,Vegetables,1.8,1900,2000,1950,July
400,Chattisgarh,Durg,Durg,Potato,Vegetables,2.4,1700,1900,1800,July
401,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1600,1800,1700,July
402,Chattisgarh,Durg,Durg,Potato,Vegetables,2.1,1700,1900,1800,July
403,Chattisgarh,Durg,Durg,Potato,Vegetables,1.9,1600,1800,1700,July
404,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1600,1800,1700,July
405,Chattisgarh,Durg,Durg,Potato,Vegetables,1.2,1600,1800,1700,July
406,Chattisgarh,Durg,Durg,Potato,Vegetables,1.4,1700,1800,1750,June
407,Chattisgarh,Durg,Durg,Potato,Vegetables,0.9,1600,1800,1700,June
408,Chattisgarh,Durg,Durg,Potato,Vegetables,1.2,1700,1800,1750,June
409,Chattisgarh,Durg,Durg,Potato,Vegetables,1.3,1600,1800,1700,June
410,Chattisgarh,Durg,Durg,Potato,Vegetables,1.2,1600,1800,1700,June
411,Chattisgarh,Durg,Durg,Potato,Vegetables,1.8,1700,1800,1750,June
412,Chattisgarh,Durg,Durg,Potato,Vegetables,2.0,1700,1800,1750,June
413,Chattisgarh,Durg,Durg,Potato,Vegetables,1.7,1600,1800,1700,June
414,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1700,1800,1750,June
415,Chattisgarh,Durg,Durg,Potato,Vegetables,2.3,1700,1800,1750,June
416,Chattisgarh,Durg,Durg,Potato,Vegetables,1.9,1600,1800,1700,June
417,Chattisgarh,Durg,Durg,Potato,Vegetables,2.3,1600,1800,1700,June
418,Chattisgarh,Durg,Durg,Potato,Vegetables,2.1,1700,1800,1750,June
419,Chattisgarh,Durg,Durg,Potato,Vegetables,1.8,1500,1700,1600,June
420,Chattisgarh,Durg,Durg,Potato,Vegetables,1.5,1600,1700,1650,June
421,Chattisgarh,Durg,Durg,Potato,Vegetables,1.7,1500,1700,1600,June
422,Chattisgarh,Durg,Durg,Potato,Vegetables,1.5,1600,1700,1650,June
423,Chattisgarh,Durg,Durg,Potato,Vegetables,2.1,1600,1700,1650,June
424,Chattisgarh,Durg,Durg,Potato,Vegetables,1.9,1500,1700,1600,June
425,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1600,1700,1650,June
426,Chattisgarh,Durg,Durg,Potato,Vegetables,1.8,1600,2000,1800,June
427,Chattisgarh,Durg,Durg,Potato,Vegetables,1.6,1800,2000,1900,June
428,Chattisgarh,Durg,Durg,Potato,Vegetables,2.2,1900,2000,1950,June
429,Chattisgarh,Durg,Durg,Potato,Vegetables,2.4,1800,2000,1900,June
430,Chattisgarh,Durg,Durg,Potato,Vegetables,1.9,1700,2000,1850,June
431,Chattisgarh,Durg,Durg,Potato,Vegetables,2.2,1600,1800,1700,June
432,Chattisgarh,Durg,Durg,Potato,Vegetables,1.9,1700,1800,1750,May
433,Chattisgarh,Durg,Durg,Potato,Vegetables,2.4,1600,1800,1700,May
434,Chattisgarh,Durg,Durg,Potato,Vegetables,2.0,1700,1900,1800,May
435,Chattisgarh,Durg,Durg,Potato,Vegetables,2.8,1600,1800,1700,May
436,Chattisgarh,Durg,Durg,Potato,Vegetables,2.4,1700,1800,1750,May
